"Time (CET)","Day-ahead Total Load Forecast [MW] - Greece (GR)","Actual Total Load [MW] - Greece (GR)"
"01.10.2018 15:00 - 01.10.2018 16:00","5499","5210"
"01.10.2018 16:00 - 01.10.2018 17:00","5477","5101"
"01.10.2018 17:00 - 01.10.2018 18:00","5667","5211"
"01.10.2018 18:00 - 01.10.2018 19:00","6173","5817"
"01.10.2018 19:00 - 01.10.2018 20:00","6374","6179"
"01.10.2018 20:00 - 01.10.2018 21:00","6025","5896"
"01.10.2018 21:00 - 01.10.2018 22:00","5475","5381"
"01.10.2018 22:00 - 01.10.2018 23:00","5094","5062"
"01.10.2018 23:00 - 02.10.2018 00:00","4617","4588"
"02.10.2018 00:00 - 02.10.2018 01:00","4298","4293"
"02.10.2018 01:00 - 02.10.2018 02:00","4139","4136"
"02.10.2018 02:00 - 02.10.2018 03:00","4078","4042"
"02.10.2018 03:00 - 02.10.2018 04:00","4067","4031"
"02.10.2018 04:00 - 02.10.2018 05:00","4177","4189"
"02.10.2018 05:00 - 02.10.2018 06:00","4547","4581"
"02.10.2018 06:00 - 02.10.2018 07:00","5088","5041"
"02.10.2018 07:00 - 02.10.2018 08:00","5536","5468"
"02.10.2018 08:00 - 02.10.2018 09:00","5923","5811"
"02.10.2018 09:00 - 02.10.2018 10:00","6089","5922"
"02.10.2018 10:00 - 02.10.2018 11:00","6188","6016"
"02.10.2018 11:00 - 02.10.2018 12:00","6275","6079"
"02.10.2018 12:00 - 02.10.2018 13:00","6244","5973"
"02.10.2018 13:00 - 02.10.2018 14:00","6002","5719"
"02.10.2018 14:00 - 02.10.2018 15:00","5667","5431"
"02.10.2018 15:00 - 02.10.2018 16:00","5469","5216"
"02.10.2018 16:00 - 02.10.2018 17:00","5551","5186"
"02.10.2018 17:00 - 02.10.2018 18:00","5754","5321"
"02.10.2018 18:00 - 02.10.2018 19:00","6246","5939"
"02.10.2018 19:00 - 02.10.2018 20:00","6418","6182"
"02.10.2018 20:00 - 02.10.2018 21:00","6079","5861"
"02.10.2018 21:00 - 02.10.2018 22:00","5519","5303"
"02.10.2018 22:00 - 02.10.2018 23:00","5139","5037"
"02.10.2018 23:00 - 03.10.2018 00:00","4647","4625"
"03.10.2018 00:00 - 03.10.2018 01:00","4338","4312"
"03.10.2018 01:00 - 03.10.2018 02:00","4179","4132"
"03.10.2018 02:00 - 03.10.2018 03:00","4118","4072"
"03.10.2018 03:00 - 03.10.2018 04:00","4077","4059"
"03.10.2018 04:00 - 03.10.2018 05:00","4207","4194"
"03.10.2018 05:00 - 03.10.2018 06:00","4577","4544"
"03.10.2018 06:00 - 03.10.2018 07:00","5101","5040"
"03.10.2018 07:00 - 03.10.2018 08:00","5455","5509"
"03.10.2018 08:00 - 03.10.2018 09:00","5808","5845"
"03.10.2018 09:00 - 03.10.2018 10:00","5955","5989"
"03.10.2018 10:00 - 03.10.2018 11:00","6032","6101"
"03.10.2018 11:00 - 03.10.2018 12:00","6067","6094"
"03.10.2018 12:00 - 03.10.2018 13:00","6055","5978"
"03.10.2018 13:00 - 03.10.2018 14:00","5869","5772"
"03.10.2018 14:00 - 03.10.2018 15:00","5477","5458"
"03.10.2018 15:00 - 03.10.2018 16:00","5320","5275"
"03.10.2018 16:00 - 03.10.2018 17:00","5434","5344"
"03.10.2018 17:00 - 03.10.2018 18:00","5601","5488"
"03.10.2018 18:00 - 03.10.2018 19:00","6284","6029"
"03.10.2018 19:00 - 03.10.2018 20:00","6428","6246"
"03.10.2018 20:00 - 03.10.2018 21:00","6079","5892"
"03.10.2018 21:00 - 03.10.2018 22:00","5499","5307"
"03.10.2018 22:00 - 03.10.2018 23:00","5099","5018"
"03.10.2018 23:00 - 04.10.2018 00:00","4633","4558"
"04.10.2018 00:00 - 04.10.2018 01:00","4303","4260"
"04.10.2018 01:00 - 04.10.2018 02:00","4154","4122"
"04.10.2018 02:00 - 04.10.2018 03:00","4085","4055"
"04.10.2018 03:00 - 04.10.2018 04:00","4083","4052"
"04.10.2018 04:00 - 04.10.2018 05:00","4203","4171"
"04.10.2018 05:00 - 04.10.2018 06:00","4563","4530"
"04.10.2018 06:00 - 04.10.2018 07:00","5067","5004"
"04.10.2018 07:00 - 04.10.2018 08:00","5497","5410"
"04.10.2018 08:00 - 04.10.2018 09:00","5880","5729"
"04.10.2018 09:00 - 04.10.2018 10:00","6090","5811"
"04.10.2018 10:00 - 04.10.2018 11:00","6264","5957"
"04.10.2018 11:00 - 04.10.2018 12:00","6363","6007"
"04.10.2018 12:00 - 04.10.2018 13:00","6273","5946"
"04.10.2018 13:00 - 04.10.2018 14:00","5974","5756"
"04.10.2018 14:00 - 04.10.2018 15:00","5616","5470"
"04.10.2018 15:00 - 04.10.2018 16:00","5424","5250"
"04.10.2018 16:00 - 04.10.2018 17:00","5381","5158"
"04.10.2018 17:00 - 04.10.2018 18:00","5579","5317"
"04.10.2018 18:00 - 04.10.2018 19:00","6173","5880"
"04.10.2018 19:00 - 04.10.2018 20:00","6355","6079"
"04.10.2018 20:00 - 04.10.2018 21:00","5955","5718"
"04.10.2018 21:00 - 04.10.2018 22:00","5415","5221"
"04.10.2018 22:00 - 04.10.2018 23:00","5084","4936"
"04.10.2018 23:00 - 05.10.2018 00:00","4601","4470"
"05.10.2018 00:00 - 05.10.2018 01:00","4331","4112"
"05.10.2018 01:00 - 05.10.2018 02:00","4181","3972"
"05.10.2018 02:00 - 05.10.2018 03:00","4082","3879"
"05.10.2018 03:00 - 05.10.2018 04:00","4081","3837"
"05.10.2018 04:00 - 05.10.2018 05:00","4201","3951"
"05.10.2018 05:00 - 05.10.2018 06:00","4530","4371"
"05.10.2018 06:00 - 05.10.2018 07:00","5053","4808"
"05.10.2018 07:00 - 05.10.2018 08:00","5449","5216"
"05.10.2018 08:00 - 05.10.2018 09:00","5811","5630"
"05.10.2018 09:00 - 05.10.2018 10:00","5964","5764"
"05.10.2018 10:00 - 05.10.2018 11:00","6066","5877"
"05.10.2018 11:00 - 05.10.2018 12:00","6101","5855"
"05.10.2018 12:00 - 05.10.2018 13:00","6053","5798"
"05.10.2018 13:00 - 05.10.2018 14:00","5818","5631"
"05.10.2018 14:00 - 05.10.2018 15:00","5463","5325"
"05.10.2018 15:00 - 05.10.2018 16:00","5294","5184"
"05.10.2018 16:00 - 05.10.2018 17:00","5386","5106"
"05.10.2018 17:00 - 05.10.2018 18:00","5496","5184"
"05.10.2018 18:00 - 05.10.2018 19:00","6018","5771"
"05.10.2018 19:00 - 05.10.2018 20:00","6232","5877"
"05.10.2018 20:00 - 05.10.2018 21:00","5831","5500"
"05.10.2018 21:00 - 05.10.2018 22:00","5332","4990"
"05.10.2018 22:00 - 05.10.2018 23:00","4981","4736"
"05.10.2018 23:00 - 06.10.2018 00:00","4559","4357"
"06.10.2018 00:00 - 06.10.2018 01:00","4270","4110"
"06.10.2018 01:00 - 06.10.2018 02:00","4070","3931"
"06.10.2018 02:00 - 06.10.2018 03:00","4020","3855"
"06.10.2018 03:00 - 06.10.2018 04:00","4000","3819"
"06.10.2018 04:00 - 06.10.2018 05:00","4050","3855"
"06.10.2018 05:00 - 06.10.2018 06:00","4200","4039"
"06.10.2018 06:00 - 06.10.2018 07:00","4389","4213"
"06.10.2018 07:00 - 06.10.2018 08:00","4857","4672"
"06.10.2018 08:00 - 06.10.2018 09:00","5326","5134"
"06.10.2018 09:00 - 06.10.2018 10:00","5659","5376"
"06.10.2018 10:00 - 06.10.2018 11:00","5841","5540"
"06.10.2018 11:00 - 06.10.2018 12:00","5986","5644"
"06.10.2018 12:00 - 06.10.2018 13:00","5943","5638"
"06.10.2018 13:00 - 06.10.2018 14:00","5657","5384"
"06.10.2018 14:00 - 06.10.2018 15:00","5276","5020"
"06.10.2018 15:00 - 06.10.2018 16:00","5092","4867"
"06.10.2018 16:00 - 06.10.2018 17:00","5116","4855"
"06.10.2018 17:00 - 06.10.2018 18:00","5284","5021"
"06.10.2018 18:00 - 06.10.2018 19:00","5818","5641"
"06.10.2018 19:00 - 06.10.2018 20:00","5950","5750"
"06.10.2018 20:00 - 06.10.2018 21:00","5701","5420"
"06.10.2018 21:00 - 06.10.2018 22:00","5240","5025"
"06.10.2018 22:00 - 06.10.2018 23:00","4890","4624"
"06.10.2018 23:00 - 07.10.2018 00:00","4379","4291"
"07.10.2018 00:00 - 07.10.2018 01:00","4079","3999"
"07.10.2018 01:00 - 07.10.2018 02:00","3930","3827"
"07.10.2018 02:00 - 07.10.2018 03:00","3830","3727"
"07.10.2018 03:00 - 07.10.2018 04:00","3799","3685"
"07.10.2018 04:00 - 07.10.2018 05:00","3829","3708"
"07.10.2018 05:00 - 07.10.2018 06:00","3879","3850"
"07.10.2018 06:00 - 07.10.2018 07:00","4018","3880"
"07.10.2018 07:00 - 07.10.2018 08:00","4332","4229"
"07.10.2018 08:00 - 07.10.2018 09:00","4757","4664"
"07.10.2018 09:00 - 07.10.2018 10:00","5115","5056"
"07.10.2018 10:00 - 07.10.2018 11:00","5415","5346"
"07.10.2018 11:00 - 07.10.2018 12:00","5555","5470"
"07.10.2018 12:00 - 07.10.2018 13:00","5429","5416"
"07.10.2018 13:00 - 07.10.2018 14:00","5025","5034"
"07.10.2018 14:00 - 07.10.2018 15:00","4699","4740"
"07.10.2018 15:00 - 07.10.2018 16:00","4571","4596"
"07.10.2018 16:00 - 07.10.2018 17:00","4691","4636"
"07.10.2018 17:00 - 07.10.2018 18:00","4926","4808"
"07.10.2018 18:00 - 07.10.2018 19:00","5456","5429"
"07.10.2018 19:00 - 07.10.2018 20:00","5680","5627"
"07.10.2018 20:00 - 07.10.2018 21:00","5569","5404"
"07.10.2018 21:00 - 07.10.2018 22:00","5079","5025"
"07.10.2018 22:00 - 07.10.2018 23:00","4759","4722"
"07.10.2018 23:00 - 08.10.2018 00:00","4259","4347"
"08.10.2018 00:00 - 08.10.2018 01:00","3960","4013"
"08.10.2018 01:00 - 08.10.2018 02:00","3812","3842"
"08.10.2018 02:00 - 08.10.2018 03:00","3731","3766"
"08.10.2018 03:00 - 08.10.2018 04:00","3770","3802"
"08.10.2018 04:00 - 08.10.2018 05:00","3930","3935"
"08.10.2018 05:00 - 08.10.2018 06:00","4320","4304"
"08.10.2018 06:00 - 08.10.2018 07:00","4886","4818"
"08.10.2018 07:00 - 08.10.2018 08:00","5308","5276"
"08.10.2018 08:00 - 08.10.2018 09:00","5646","5625"
"08.10.2018 09:00 - 08.10.2018 10:00","5794","5766"
"08.10.2018 10:00 - 08.10.2018 11:00","5905","5878"
"08.10.2018 11:00 - 08.10.2018 12:00","5990","5945"
"08.10.2018 12:00 - 08.10.2018 13:00","6000","5918"
"08.10.2018 13:00 - 08.10.2018 14:00","5792","5697"
"08.10.2018 14:00 - 08.10.2018 15:00","5446","5396"
"08.10.2018 15:00 - 08.10.2018 16:00","5274","5179"
"08.10.2018 16:00 - 08.10.2018 17:00","5290","5141"
"08.10.2018 17:00 - 08.10.2018 18:00","5452","5344"
"08.10.2018 18:00 - 08.10.2018 19:00","6046","6010"
"08.10.2018 19:00 - 08.10.2018 20:00","6221","6178"
"08.10.2018 20:00 - 08.10.2018 21:00","5911","5817"
"08.10.2018 21:00 - 08.10.2018 22:00","5350","5246"
"08.10.2018 22:00 - 08.10.2018 23:00","4970","4895"
"08.10.2018 23:00 - 09.10.2018 00:00","4538","4480"
"09.10.2018 00:00 - 09.10.2018 01:00","4228","4141"
"09.10.2018 01:00 - 09.10.2018 02:00","4058","4004"
"09.10.2018 02:00 - 09.10.2018 03:00","3988","3944"
"09.10.2018 03:00 - 09.10.2018 04:00","3987","3926"
"09.10.2018 04:00 - 09.10.2018 05:00","4098","3998"
"09.10.2018 05:00 - 09.10.2018 06:00","4467","4314"
"09.10.2018 06:00 - 09.10.2018 07:00","4988","4797"
"09.10.2018 07:00 - 09.10.2018 08:00","5423","5218"
"09.10.2018 08:00 - 09.10.2018 09:00","5741","5593"
"09.10.2018 09:00 - 09.10.2018 10:00","5916","5724"
"09.10.2018 10:00 - 09.10.2018 11:00","6034","5829"
"09.10.2018 11:00 - 09.10.2018 12:00","6130","5881"
"09.10.2018 12:00 - 09.10.2018 13:00","6077","5762"
"09.10.2018 13:00 - 09.10.2018 14:00","5827","5498"
"09.10.2018 14:00 - 09.10.2018 15:00","5494","5174"
"09.10.2018 15:00 - 09.10.2018 16:00","5307","5045"
"09.10.2018 16:00 - 09.10.2018 17:00","5338","5036"
"09.10.2018 17:00 - 09.10.2018 18:00","5442","5183"
"09.10.2018 18:00 - 09.10.2018 19:00","5973","5816"
"09.10.2018 19:00 - 09.10.2018 20:00","6188","5967"
"09.10.2018 20:00 - 09.10.2018 21:00","5848","5590"
"09.10.2018 21:00 - 09.10.2018 22:00","5338","5029"
"09.10.2018 22:00 - 09.10.2018 23:00","4988","4684"
"09.10.2018 23:00 - 10.10.2018 00:00","4531","4302"
"10.10.2018 00:00 - 10.10.2018 01:00","4221","4046"
"10.10.2018 01:00 - 10.10.2018 02:00","4053","3862"
"10.10.2018 02:00 - 10.10.2018 03:00","3973","3782"
"10.10.2018 03:00 - 10.10.2018 04:00","3962","3799"
"10.10.2018 04:00 - 10.10.2018 05:00","4081","3906"
"10.10.2018 05:00 - 10.10.2018 06:00","4422","4268"
"10.10.2018 06:00 - 10.10.2018 07:00","4933","4729"
"10.10.2018 07:00 - 10.10.2018 08:00","5392","5181"
"10.10.2018 08:00 - 10.10.2018 09:00","5745","5540"
"10.10.2018 09:00 - 10.10.2018 10:00","5896","5664"
"10.10.2018 10:00 - 10.10.2018 11:00","6014","5767"
"10.10.2018 11:00 - 10.10.2018 12:00","6086","5819"
"10.10.2018 12:00 - 10.10.2018 13:00","6066","5753"
"10.10.2018 13:00 - 10.10.2018 14:00","5852","5536"
"10.10.2018 14:00 - 10.10.2018 15:00","5585","5206"
"10.10.2018 15:00 - 10.10.2018 16:00","5375","5023"
"10.10.2018 16:00 - 10.10.2018 17:00","5333","5030"
"10.10.2018 17:00 - 10.10.2018 18:00","5506","5191"
"10.10.2018 18:00 - 10.10.2018 19:00","6089","5839"
"10.10.2018 19:00 - 10.10.2018 20:00","6284","5986"
"10.10.2018 20:00 - 10.10.2018 21:00","5913","5653"
"10.10.2018 21:00 - 10.10.2018 22:00","5332","5058"
"10.10.2018 22:00 - 10.10.2018 23:00","4982","4769"
"10.10.2018 23:00 - 11.10.2018 00:00","4391","4332"
"11.10.2018 00:00 - 11.10.2018 01:00","4112","4044"
"11.10.2018 01:00 - 11.10.2018 02:00","3944","3887"
"11.10.2018 02:00 - 11.10.2018 03:00","3883","3868"
"11.10.2018 03:00 - 11.10.2018 04:00","3882","3831"
"11.10.2018 04:00 - 11.10.2018 05:00","4003","3910"
"11.10.2018 05:00 - 11.10.2018 06:00","4363","4359"
"11.10.2018 06:00 - 11.10.2018 07:00","4898","4845"
"11.10.2018 07:00 - 11.10.2018 08:00","5333","5259"
"11.10.2018 08:00 - 11.10.2018 09:00","5604","5602"
"11.10.2018 09:00 - 11.10.2018 10:00","5797","5791"
"11.10.2018 10:00 - 11.10.2018 11:00","5928","5882"
"11.10.2018 11:00 - 11.10.2018 12:00","5930","5958"
"11.10.2018 12:00 - 11.10.2018 13:00","5894","5898"
"11.10.2018 13:00 - 11.10.2018 14:00","5629","5611"
"11.10.2018 14:00 - 11.10.2018 15:00","5300","5286"
"11.10.2018 15:00 - 11.10.2018 16:00","5135","5145"
"11.10.2018 16:00 - 11.10.2018 17:00","5137","5157"
"11.10.2018 17:00 - 11.10.2018 18:00","5346","5317"
"11.10.2018 18:00 - 11.10.2018 19:00","5967","5948"
"11.10.2018 19:00 - 11.10.2018 20:00","6134","6010"
"11.10.2018 20:00 - 11.10.2018 21:00","5764","5654"
"11.10.2018 21:00 - 11.10.2018 22:00","5184","5127"
"11.10.2018 22:00 - 11.10.2018 23:00","4833","4876"
"11.10.2018 23:00 - 12.10.2018 00:00","4391","4400"
"12.10.2018 00:00 - 12.10.2018 01:00","4112","4096"
"12.10.2018 01:00 - 12.10.2018 02:00","3944","3942"
"12.10.2018 02:00 - 12.10.2018 03:00","3883","3873"
"12.10.2018 03:00 - 12.10.2018 04:00","3882","3862"
"12.10.2018 04:00 - 12.10.2018 05:00","4013","3942"
"12.10.2018 05:00 - 12.10.2018 06:00","4433","4339"
"12.10.2018 06:00 - 12.10.2018 07:00","4955","4900"
"12.10.2018 07:00 - 12.10.2018 08:00","5375","5302"
"12.10.2018 08:00 - 12.10.2018 09:00","5665","5651"
"12.10.2018 09:00 - 12.10.2018 10:00","5793","5845"
"12.10.2018 10:00 - 12.10.2018 11:00","5912","5907"
"12.10.2018 11:00 - 12.10.2018 12:00","5959","5904"
"12.10.2018 12:00 - 12.10.2018 13:00","5917","5819"
"12.10.2018 13:00 - 12.10.2018 14:00","5677","5654"
"12.10.2018 14:00 - 12.10.2018 15:00","5330","5434"
"12.10.2018 15:00 - 12.10.2018 16:00","5165","5358"
"12.10.2018 16:00 - 12.10.2018 17:00","5263","5361"
"12.10.2018 17:00 - 12.10.2018 18:00","5528","5482"
"12.10.2018 18:00 - 12.10.2018 19:00","6055","5988"
"12.10.2018 19:00 - 12.10.2018 20:00","6164","5981"
"12.10.2018 20:00 - 12.10.2018 21:00","5824","5664"
"12.10.2018 21:00 - 12.10.2018 22:00","5284","5216"
"12.10.2018 22:00 - 12.10.2018 23:00","4953","4920"
"12.10.2018 23:00 - 13.10.2018 00:00","4518","4477"
"13.10.2018 00:00 - 13.10.2018 01:00","4238","4178"
"13.10.2018 01:00 - 13.10.2018 02:00","4059","3980"
"13.10.2018 02:00 - 13.10.2018 03:00","3968","3887"
"13.10.2018 03:00 - 13.10.2018 04:00","3937","3880"
"13.10.2018 04:00 - 13.10.2018 05:00","3968","3911"
"13.10.2018 05:00 - 13.10.2018 06:00","4177","4117"
"13.10.2018 06:00 - 13.10.2018 07:00","4458","4267"
"13.10.2018 07:00 - 13.10.2018 08:00","4899","4766"
"13.10.2018 08:00 - 13.10.2018 09:00","5363","5209"
"13.10.2018 09:00 - 13.10.2018 10:00","5677","5515"
"13.10.2018 10:00 - 13.10.2018 11:00","5848","5691"
"13.10.2018 11:00 - 13.10.2018 12:00","5963","5819"
"13.10.2018 12:00 - 13.10.2018 13:00","5924","5824"
"13.10.2018 13:00 - 13.10.2018 14:00","5613","5507"
"13.10.2018 14:00 - 13.10.2018 15:00","5281","5231"
"13.10.2018 15:00 - 13.10.2018 16:00","5114","5071"
"13.10.2018 16:00 - 13.10.2018 17:00","5155","5097"
"13.10.2018 17:00 - 13.10.2018 18:00","5384","5269"
"13.10.2018 18:00 - 13.10.2018 19:00","5939","5909"
"13.10.2018 19:00 - 13.10.2018 20:00","5979","5861"
"13.10.2018 20:00 - 13.10.2018 21:00","5679","5495"
"13.10.2018 21:00 - 13.10.2018 22:00","5249","5068"
"13.10.2018 22:00 - 13.10.2018 23:00","4869","4693"
"13.10.2018 23:00 - 14.10.2018 00:00","4473","4299"
"14.10.2018 00:00 - 14.10.2018 01:00","4162","4028"
"14.10.2018 01:00 - 14.10.2018 02:00","3993","3860"
"14.10.2018 02:00 - 14.10.2018 03:00","3884","3779"
"14.10.2018 03:00 - 14.10.2018 04:00","3839","3715"
"14.10.2018 04:00 - 14.10.2018 05:00","3870","3678"
"14.10.2018 05:00 - 14.10.2018 06:00","3952","3807"
"14.10.2018 06:00 - 14.10.2018 07:00","4006","3882"
"14.10.2018 07:00 - 14.10.2018 08:00","4316","4199"
"14.10.2018 08:00 - 14.10.2018 09:00","4731","4665"
"14.10.2018 09:00 - 14.10.2018 10:00","5131","5040"
"14.10.2018 10:00 - 14.10.2018 11:00","5412","5341"
"14.10.2018 11:00 - 14.10.2018 12:00","5543","5549"
"14.10.2018 12:00 - 14.10.2018 13:00","5426","5447"
"14.10.2018 13:00 - 14.10.2018 14:00","4997","5010"
"14.10.2018 14:00 - 14.10.2018 15:00","4682","4670"
"14.10.2018 15:00 - 14.10.2018 16:00","4616","4585"
"14.10.2018 16:00 - 14.10.2018 17:00","4674","4703"
"14.10.2018 17:00 - 14.10.2018 18:00","4974","4965"
"14.10.2018 18:00 - 14.10.2018 19:00","5531","5585"
"14.10.2018 19:00 - 14.10.2018 20:00","5683","5664"
"14.10.2018 20:00 - 14.10.2018 21:00","5563","5393"
"14.10.2018 21:00 - 14.10.2018 22:00","5182","5000"
"14.10.2018 22:00 - 14.10.2018 23:00","4828","4649"
"14.10.2018 23:00 - 15.10.2018 00:00","4373","4217"
"15.10.2018 00:00 - 15.10.2018 01:00","4033","3929"
"15.10.2018 01:00 - 15.10.2018 02:00","3883","3779"
"15.10.2018 02:00 - 15.10.2018 03:00","3783","3713"
"15.10.2018 03:00 - 15.10.2018 04:00","3783","3720"
"15.10.2018 04:00 - 15.10.2018 05:00","3882","3856"
"15.10.2018 05:00 - 15.10.2018 06:00","4351","4228"
"15.10.2018 06:00 - 15.10.2018 07:00","4934","4822"
"15.10.2018 07:00 - 15.10.2018 08:00","5347","5279"
"15.10.2018 08:00 - 15.10.2018 09:00","5734","5679"
"15.10.2018 09:00 - 15.10.2018 10:00","5855","5851"
"15.10.2018 10:00 - 15.10.2018 11:00","5936","5935"
"15.10.2018 11:00 - 15.10.2018 12:00","6008","5983"
"15.10.2018 12:00 - 15.10.2018 13:00","5976","5985"
"15.10.2018 13:00 - 15.10.2018 14:00","5789","5763"
"15.10.2018 14:00 - 15.10.2018 15:00","5490","5420"
"15.10.2018 15:00 - 15.10.2018 16:00","5314","5254"
"15.10.2018 16:00 - 15.10.2018 17:00","5336","5246"
"15.10.2018 17:00 - 15.10.2018 18:00","5534","5451"
"15.10.2018 18:00 - 15.10.2018 19:00","6153","6135"
"15.10.2018 19:00 - 15.10.2018 20:00","6237","6230"
"15.10.2018 20:00 - 15.10.2018 21:00","5924","5876"
"15.10.2018 21:00 - 15.10.2018 22:00","5363","5313"
"15.10.2018 22:00 - 15.10.2018 23:00","5022","5070"
"15.10.2018 23:00 - 16.10.2018 00:00","4572","4597"
"16.10.2018 00:00 - 16.10.2018 01:00","4272","4253"
"16.10.2018 01:00 - 16.10.2018 02:00","4112","4098"
"16.10.2018 02:00 - 16.10.2018 03:00","4042","4055"
"16.10.2018 03:00 - 16.10.2018 04:00","4032","4064"
"16.10.2018 04:00 - 16.10.2018 05:00","4161","4187"
"16.10.2018 05:00 - 16.10.2018 06:00","4561","4584"
"16.10.2018 06:00 - 16.10.2018 07:00","5086","5098"
"16.10.2018 07:00 - 16.10.2018 08:00","5567","5429"
"16.10.2018 08:00 - 16.10.2018 09:00","5947","5679"
"16.10.2018 09:00 - 16.10.2018 10:00","6077","5810"
"16.10.2018 10:00 - 16.10.2018 11:00","6182","5920"
"16.10.2018 11:00 - 16.10.2018 12:00","6251","6001"
"16.10.2018 12:00 - 16.10.2018 13:00","6188","5931"
"16.10.2018 13:00 - 16.10.2018 14:00","5912","5734"
"16.10.2018 14:00 - 16.10.2018 15:00","5565","5431"
"16.10.2018 15:00 - 16.10.2018 16:00","5411","5253"
"16.10.2018 16:00 - 16.10.2018 17:00","5489","5224"
"16.10.2018 17:00 - 16.10.2018 18:00","5720","5415"
"16.10.2018 18:00 - 16.10.2018 19:00","6311","6111"
"16.10.2018 19:00 - 16.10.2018 20:00","6351","6161"
"16.10.2018 20:00 - 16.10.2018 21:00","5951","5779"
"16.10.2018 21:00 - 16.10.2018 22:00","5411","5212"
"16.10.2018 22:00 - 16.10.2018 23:00","5051","4964"
"16.10.2018 23:00 - 17.10.2018 00:00","4619","4497"
"17.10.2018 00:00 - 17.10.2018 01:00","4290","4137"
"17.10.2018 01:00 - 17.10.2018 02:00","4141","3966"
"17.10.2018 02:00 - 17.10.2018 03:00","4070","3920"
"17.10.2018 03:00 - 17.10.2018 04:00","4069","3922"
"17.10.2018 04:00 - 17.10.2018 05:00","4200","4042"
"17.10.2018 05:00 - 17.10.2018 06:00","4599","4451"
"17.10.2018 06:00 - 17.10.2018 07:00","5133","4989"
"17.10.2018 07:00 - 17.10.2018 08:00","5530","5391"
"17.10.2018 08:00 - 17.10.2018 09:00","5828","5740"
"17.10.2018 09:00 - 17.10.2018 10:00","5932","5936"
"17.10.2018 10:00 - 17.10.2018 11:00","6030","6033"
"17.10.2018 11:00 - 17.10.2018 12:00","6074","5984"
"17.10.2018 12:00 - 17.10.2018 13:00","6005","5968"
"17.10.2018 13:00 - 17.10.2018 14:00","5745","5738"
"17.10.2018 14:00 - 17.10.2018 15:00","5449","5383"
"17.10.2018 15:00 - 17.10.2018 16:00","5306","5200"
"17.10.2018 16:00 - 17.10.2018 17:00","5367","5188"
"17.10.2018 17:00 - 17.10.2018 18:00","5584","5406"
"17.10.2018 18:00 - 17.10.2018 19:00","6230","6086"
"17.10.2018 19:00 - 17.10.2018 20:00","6310","6156"
"17.10.2018 20:00 - 17.10.2018 21:00","5940","5779"
"17.10.2018 21:00 - 17.10.2018 22:00","5370","5229"
"17.10.2018 22:00 - 17.10.2018 23:00","5090","4961"
"17.10.2018 23:00 - 18.10.2018 00:00","4560","4520"
"18.10.2018 00:00 - 18.10.2018 01:00","4240","4248"
"18.10.2018 01:00 - 18.10.2018 02:00","4082","4139"
"18.10.2018 02:00 - 18.10.2018 03:00","4011","4084"
"18.10.2018 03:00 - 18.10.2018 04:00","4000","4062"
"18.10.2018 04:00 - 18.10.2018 05:00","4120","4166"
"18.10.2018 05:00 - 18.10.2018 06:00","4530","4541"
"18.10.2018 06:00 - 18.10.2018 07:00","5101","5138"
"18.10.2018 07:00 - 18.10.2018 08:00","5454","5500"
"18.10.2018 08:00 - 18.10.2018 09:00","5786","5809"
"18.10.2018 09:00 - 18.10.2018 10:00","5941","6004"
"18.10.2018 10:00 - 18.10.2018 11:00","6029","6106"
"18.10.2018 11:00 - 18.10.2018 12:00","6076","6167"
"18.10.2018 12:00 - 18.10.2018 13:00","5964","6076"
"18.10.2018 13:00 - 18.10.2018 14:00","5718","5808"
"18.10.2018 14:00 - 18.10.2018 15:00","5407","5504"
"18.10.2018 15:00 - 18.10.2018 16:00","5265","5340"
"18.10.2018 16:00 - 18.10.2018 17:00","5329","5358"
"18.10.2018 17:00 - 18.10.2018 18:00","5610","5575"
"18.10.2018 18:00 - 18.10.2018 19:00","6211","6266"
"18.10.2018 19:00 - 18.10.2018 20:00","6261","6342"
"18.10.2018 20:00 - 18.10.2018 21:00","5881","6028"
"18.10.2018 21:00 - 18.10.2018 22:00","5311","5446"
"18.10.2018 22:00 - 18.10.2018 23:00","4980","5135"
"18.10.2018 23:00 - 19.10.2018 00:00","4542","4643"
"19.10.2018 00:00 - 19.10.2018 01:00","4272","4336"
"19.10.2018 01:00 - 19.10.2018 02:00","4122","4212"
"19.10.2018 02:00 - 19.10.2018 03:00","4052","4126"
"19.10.2018 03:00 - 19.10.2018 04:00","4051","4155"
"19.10.2018 04:00 - 19.10.2018 05:00","4171","4290"
"19.10.2018 05:00 - 19.10.2018 06:00","4540","4666"
"19.10.2018 06:00 - 19.10.2018 07:00","5141","5232"
"19.10.2018 07:00 - 19.10.2018 08:00","5524","5549"
"19.10.2018 08:00 - 19.10.2018 09:00","5797","5867"
"19.10.2018 09:00 - 19.10.2018 10:00","5921","5999"
"19.10.2018 10:00 - 19.10.2018 11:00","6014","6096"
"19.10.2018 11:00 - 19.10.2018 12:00","6040","6093"
"19.10.2018 12:00 - 19.10.2018 13:00","5976","6019"
"19.10.2018 13:00 - 19.10.2018 14:00","5731","5847"
